state,color,move,player
"(3876065280, 129, 66, 36, 8, 16, 63899320839045120, 1224979098644774912, 2286984185774080, 8933531975680, 576460752303423488, 4611686018427387904)",1,f5g4,human
"(550410653696, 129, 66, 36, 8, 16, 63899320839045120, 1224979098644774912, 2286984185774080, 8797166764032, 576460752303423488, 4611686018427387904)",1,e5e4,human
"(550410653696, 384, 66, 36, 8, 16, 63899252388003840, 1224979098644774912, 2286984185774080, 8797166764032, 576460752303423488, 4611686018427387904)",1,e4d3,human
"(550410129408, 384, 66, 16388, 8, 16, 63899252120092672, 1224979098644774912, 2286984185774080, 8797166764032, 576460752303423488, 4611686018427387904)",1,d3e2,human
"(65280, 129, 66, 36, 8, 16, 71776119061217280, 9295429630892703744, 4755801206503243776, 2594073385365405696, 576460752303423488, 1152921504606846976)",0,d2d4,human
"(134280960, 129, 66, 36, 8, 16, 67290111619891200, 9295429630892703744, 4755801206503243776, 2594073385365405696, 576460752303423488, 1152921504606846976)",0,c1f4,human
"(134280960, 129, 66, 536870944, 8, 16, 67290111619891200, 9295429630892703744, 4755801206503243776, 2594073385365405696, 576460752303423488, 4503599627370496)",0,e2e3,human
"(135325440, 129, 66, 536870944, 8, 16, 67272588153323520, 9295429630892703744, 4755801206503243776, 2594073385365405696, 576460752303423488, 4503599627370496)",0,f4e5,human
"(135325440, 129, 66, 68719476768, 8, 16, 58265457618059264, 9295429630892703744, 4755801206503243776, 2594073385365405696, 576460752303423488, 4503599627370496)",0,g1f3,human
"(135325440, 129, 2097154, 68719476768, 8, 16, 58265320715976704, 9295429630892703744, 4755801206503243776, 2594073385365405696, 576460752303423488, 4503599627370496)",0,e5f4,human
"(135325440, 129, 2097154, 536870944, 8, 16, 58265320179105792, 9295429630892703744, 144255925564211200, 2594073385365405696, 576460752303423488, 4503599627370496)",0,f4g5,human
"(135325440, 129, 2097154, 274877906976, 8, 16, 58265320179105792, 9295429630892703744, 144255925564211200, 2594073385365405696, 576460752303423488, 1152921504606846976)",0,g5d8,human
"(65280, 129, 66, 36, 8, 16, 71776119061217280, 9295429630892703744, 4755801206503243776, 2594073385365405696, 576460752303423488, 1152921504606846976)",0,d2d4,human
"(134280960, 129, 66, 36, 8, 16, 71494648379473920, 9295429630892703744, 4755801206503243776, 2594073385365405696, 576460752303423488, 1152921504606846976)",0,c1f4,human
"(134280960, 129, 66, 536870944, 8, 16, 67008640938147840, 9295429630892703744, 4755801206503243776, 2594073385365405696, 576460752303423488, 1152921504606846976)",0,e2e3,human
"(135325440, 129, 66, 536870944, 8, 16, 67008640938147840, 9295429630892703744, 4755801206503243776, 288239172244733952, 576460752303423488, 1152921504606846976)",0,f4g3,human
"(135325440, 129, 66, 4194336, 8, 16, 67008640938147840, 9295429630892703744, 4755801206503243776, 288239172244733952, 576460752303423488, 2305843009213693952)",0,g1f3,human
"(135325440, 129, 2097154, 4194336, 8, 16, 66991117471580160, 9295429630892703744, 4755801206503243776, 288239172244733952, 576460752303423488, 2305843009213693952)",0,f3e5,human
"(135325440, 129, 68719476738, 4194336, 8, 16, 66991048752103424, 9295429630892703744, 4755801206503243776, 288239172244733952, 576460752303423488, 1152921504606846976)",0,c2c3,human
"(135586560, 129, 68719476738, 4194336, 8, 16, 66991048752103424, 9295429630892703744, 144150372447944704, 288239172244733952, 576460752303423488, 1152921504606846976)",0,b1d2,human
"(135586560, 129, 68719478784, 4194336, 8, 16, 66991048752103424, 9295429630892703744, 144115737831669760, 288239172244733952, 576460752303423488, 1152921504606846976)",0,d1h5,human
"(135586560, 129, 68719478784, 4194336, 549755813888, 16, 65865166025129984, 9295429630892703744, 144115188075855872, 288239172244733952, 576460752303423488, 1152921504606846976)",0,h5f7,human
"(65280, 129, 66, 36, 8, 16, 71776119061217280, 9295429630892703744, 4755801206503243776, 2594073385365405696, 576460752303423488, 1152921504606846976)",0,d2d4,human
"(134280960, 129, 66, 36, 8, 16, 71215368131051520, 9295429630892703744, 4755801206503243776, 2594073385365405696, 576460752303423488, 1152921504606846976)",0,c1f4,human
"(134280960, 129, 66, 536870944, 8, 16, 70934992665968640, 9295429630892703744, 4755801206503243776, 2594073385365405696, 576460752303423488, 1152921504606846976)",0,e2e3,human
"(135325440, 129, 66, 536870944, 8, 16, 70934992665968640, 9223653511831486464, 4755801206503243776, 2594073385365405696, 576460752303423488, 1152921504606846976)",0,g1f3,human
"(135325440, 129, 2097154, 536870944, 8, 16, 52990962900664320, 9223653511831486464, 4755801206503243776, 2594073385365405696, 576460752303423488, 1152921504606846976)",0,c2c3,human
"(135586560, 129, 2097154, 536870944, 8, 16, 51869461040332800, 9223653511831486464, 4755801206503243776, 2594073385365405696, 576460752303423488, 1152921504606846976)",0,b1d2,human
"(135586560, 129, 2099200, 536870944, 8, 16, 47365930132439040, 9223653511831486464, 4755801206503243776, 2594073385365405696, 576460752303423488, 1152921504606846976)",0,f4e5,human
"(135586560, 129, 2099200, 68719476768, 8, 16, 47365861412962304, 9223653511831486464, 4755801206503243776, 306244774661193728, 576460752303423488, 1152921504606846976)",0,e5g7,human
"(135586560, 129, 2099200, 18014398509482016, 8, 16, 47365861412962304, 9223653511831486464, 4755801206503243776, 288230376151711744, 35184372088832, 1152921504606846976)",0,g7f6,human
"(135586560, 129, 2099200, 35184372088864, 8, 16, 47365861412962304, 9223653511831486464, 4755801206503243776, 562949953421312, 0, 1152921504606846976)",0,f6h8,human
"(65280, 129, 66, 36, 8, 16, 71776119061217280, 9295429630892703744, 4755801206503243776, 2594073385365405696, 576460752303423488, 1152921504606846976)",0,d2d4,human
"(134280960, 129, 66, 36, 8, 16, 71776119061217280, 9295429630892703744, 144150372447944704, 2594073385365405696, 576460752303423488, 1152921504606846976)",0,c1f4,human
"(134280960, 129, 66, 536870944, 8, 16, 53832089295912960, 9295429630892703744, 144150372447944704, 2594073385365405696, 576460752303423488, 1152921504606846976)",0,b1c3,human
"(134280960, 129, 262208, 536870944, 8, 16, 53832089295912960, 9295429630892703744, 144115189149597696, 2594073385365405696, 576460752303423488, 1152921504606846976)",0,e2e4,human
"(402712320, 129, 262208, 536870944, 8, 16, 52706206568939520, 9295429630892703744, 144115189149597696, 2594073385365405696, 576460752303423488, 1152921504606846976)",0,d1g4,human
"(268494592, 129, 262208, 536870944, 1073741824, 16, 52706189523288064, 9295429630892703744, 144115188075855872, 2594073385365405696, 576460752303423488, 1152921504606846976)",0,f4e5,human
"(268494592, 129, 262208, 68719476768, 1073741824, 16, 52706189523288064, 4683743612465315840, 144115188075855872, 2594073385365405696, 576460752303423488, 1152921504606846976)",0,e5d4,human
"(268494592, 129, 262208, 134217760, 1073741824, 16, 52636095522799616, 4683743612465315840, 144115188075855872, 2594073385365405696, 576460752303423488, 1152921504606846976)",0,g1f3,human
"(268494592, 129, 2359296, 134217760, 1073741824, 16, 52636095522799616, 4683743612465315840, 144115188075855872, 306244774661193728, 576460752303423488, 1152921504606846976)",0,g4g5,human
"(268494592, 129, 2359296, 134217760, 274877906944, 16, 52635820644892672, 4683743612465315840, 144115188075855872, 288265560523800576, 576460752303423488, 1152921504606846976)",0,g5g8,human
"(65280, 129, 66, 36, 8, 16, 71776119061217280, 9295429630892703744, 4755801206503243776, 2594073385365405696, 576460752303423488, 1152921504606846976)",0,d2d4,human
"(134280960, 129, 66, 36, 8, 16, 71213177697730560, 9295429630892703744, 4755801206503243776, 2594073385365405696, 576460752303423488, 1152921504606846976)",0,c1f4,human
"(134280960, 129, 66, 536870944, 8, 16, 62241162815078400, 9295429630892703744, 4755801206503243776, 2594073385365405696, 576460752303423488, 1152921504606846976)",0,e2e3,human
"(135325440, 129, 66, 536870944, 8, 16, 61119660954746880, 9295429630892703744, 4755801206503243776, 2594073385365405696, 576460752303423488, 1152921504606846976)",0,c2c3,human
"(135586560, 129, 66, 536870944, 8, 16, 60838190273003520, 9295429630892703744, 4755801206503243776, 2594073385365405696, 576460752303423488, 1152921504606846976)",0,b1d2,human
"(135586560, 129, 2112, 536870944, 8, 16, 60838185994813440, 9295429630892703744, 4755801206503243776, 2594073385365405696, 576460752303423488, 1152921504606846976)",0,g1f3,human
"(135586560, 129, 2099200, 536870944, 8, 16, 58595182274150400, 9295429630892703744, 4755801206503243776, 2594073385365405696, 576460752303423488, 1152921504606846976)",0,f1d3,human
"(135586560, 129, 2099200, 537395200, 8, 16, 58595182274150400, 9295429630892703744, 4755801206503243776, 2594073385365405696, 4294967296, 1152921504606846976)",0,e1g1,human
"(135586560, 33, 2099200, 537395200, 8, 64, 58595182274150400, 9295429630892703744, 4755801206503243776, 2305843146652647424, 4294967296, 1152921504606846976)",0,d3f5,human
"(135586560, 33, 2099200, 137975824384, 8, 64, 22566935011000320, 9295429630892703744, 4755801206503243776, 2305843009213693952, 4294967296, 1152921504606846976)",0,e3e4,human
"(402973440, 33, 2099200, 137975824384, 8, 64, 22566935011000320, 72198331526283264, 4755801206503243776, 2305843009213693952, 4294967296, 1152921504606846976)",0,f4h6,human
"(402973440, 33, 2099200, 137438953472, 8, 64, 4693273989873664, 72057594037927936, 4755801206503243776, 2305843009213693952, 4294967296, 1152921504606846976)",0,d1e2,human
"(402973440, 33, 2099200, 137438953472, 4096, 64, 4693273989873664, 72057594037927936, 4755801206503243776, 2305843009213693952, 33554432, 1152921504606846976)",0,c3b4,human
"(436265728, 33, 2099200, 137438953472, 4096, 64, 4693273989873664, 72057594037927936, 4755801206503243776, 18014398509481984, 0, 1152921504606846976)",0,a1c1,human
"(436265728, 36, 2099200, 137438953472, 4096, 64, 4693273989873664, 281474976710656, 4755801206503243776, 18014398509481984, 0, 1152921504606846976)",0,a2a3,human
